ObservationUnitType,ObservationUnitName,ObservationUnitID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot297_r15c3,136628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot359_r18c20,136629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot182_r9c14,136630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot108_r6c19,136631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot277_r14c18,136632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot92_r5c8,136633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot232_r12c21,136635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot414_r20c7,136634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot10_r1c10,136636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot225_r11c15,136637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot207_r10c4,136640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot142_r7c16,136639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot330_r16c7,136638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot263_r13c11,136641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot167_r8c2,136643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot394_r19c16,136642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot48_r3c6,136644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot360_r18c19,136645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot419_r20c2,136646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot133_r7c7,136647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot290_r14c5,136648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot149_r8c20,136650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot123_r6c4,136649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot50_r3c8,136652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot304_r15c10,136651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC0609-Pahang_plot210_r10c1,136653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot406_r20c15,136654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot258_r13c6,136656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot396_r19c18,136655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot173_r9c5,136657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot56_r3c14,136659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot393_r19c15,136658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot66_r4c19,136660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot19_r1c19,136661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot293_r14c2,136662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot54_r3c12,136663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot274_r14c21,136665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot365_r18c14,136664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot306_r15c12,136666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot70_r4c15,136667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot322_r16c15,136668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot166_r8c3,136670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot353_r17c17,136669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot88_r5c4,136672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot375_r18c4,136671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot141_r7c15,136674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot30_r2c13,136673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot128_r7c2,136676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot403_r20c18,136675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC0249-Calcutta4_plot252_r12c1,136677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot28_r2c15,136678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot156_r8c13,136684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot134_r7c8,136683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot40_r2c3,136682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot75_r4c10,136681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot283_r14c12,136680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot310_r15c16,136679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot250_r12c3,136687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot192_r10c19,136686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot303_r15c9,136685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot59_r3c17,136689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC0766-Paliama_plot421_r21c1,136688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot215_r11c5,136690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot278_r14c17,136691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot150_r8c19,136692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot271_r13c19,136693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot155_r8c14,136695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot130_r7c4,136694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot53_r3c11,136697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot387_r19c9,136696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot245_r12c8,136698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot267_r13c15,136699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot354_r17c18,136700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot219_r11c9,136701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot318_r16c19,136702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot13_r1c13,136703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot105_r5c21,136705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot257_r13c5,136704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC0712-AAcvRose_plot85_r5c1,136706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot185_r9c17,136708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot3_r1c3,136707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot248_r12c5,136711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot332_r16c5,136710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot390_r19c12,136709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot146_r7c20,136714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot9_r1c9,136713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot111_r6c16,136712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot425_r21c5,136715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot38_r2c5,136718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1460-IjihuInkundu_plot356_r17c20,136717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1455-MchareMlelembo_plot408_r20c13,136716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot4_r1c4,136719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_ITC1468-Kahuti_plot34_r2c9,136720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_Huti-white_plot164_r8c5,136721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot196_r10c15,136722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,16NM_MchareLaini_plot242_r12c11,136723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r2c11_plot32,157965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot127,157964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1121_Pisang_Lilin_r5c1_plot90,157966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0766_Paliama_r4c11_plot71,157968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1437_TMB2x9128-3_r6c11_plot118,157967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r6c1_plot102,157969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3217_r10c1_plot200,157970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot18,157971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot125,157972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot16,157973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0966_Zebrina(GF)_r3c1_plot44,157974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0253_Borneo_r3c11_plot55,157975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1121_Pisang_Lilin_r5c1_plot84,157976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO712_r2c1_plot27,157977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3362_r10c1_plot190,157978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0601_Hung_Tu_r9c1_plot161,157979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0253_Borneo_r3c11_plot57,157982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0943_Kwaro_r5c11_plot95,157981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3217_r10c1_plot194,157980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot20,157983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r6c1_plot109,157985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0601_Hung_Tu_r9c1_plot163,157984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1121_Pisang_Lilin_r5c1_plot89,157987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0600_Waimara_r8c11_plot151,157986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0943_Kwaro_r8c1_plot148,157989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_M14_r9c11_plot175,157988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r2c11_plot31,157990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r2c11_plot35,157991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot11,157992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0766_Paliama_r4c11_plot78,157993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0943_Kwaro_r5c11_plot93,157994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r6c1_plot106,157995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0600_Waimara_r8c11_plot157,157996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO712_r2c1_plot29,157998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0299_r4c1_plot65,157997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3217_r10c1_plot197,157999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot138,158000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1437_TMB2x9128-3_r6c11_plot114,158002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3217_r10c1_plot199,158001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0253_Borneo_r3c11_plot58,158003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot15,158005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0600_Waimara_r8c11_plot153,158004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1121_Pisang_Lilin_r5c1_plot81,158007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot137,158006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0253_Borneo_r3c11_plot60,158008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0766_Paliama_r4c11_plot73,158010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r6c1_plot101,158009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0766_Paliama_r4c11_plot76,158012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1121_Pisang_Lilin_r5c1_plot86,158011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0299_r4c1_plot62,158013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0299_r4c1_plot67,158014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0601_Hung_Tu_r9c1_plot165,158015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3217_r10c1_plot198,158016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot139,158017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot129,158018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale__ITC0249_Calcutta4_r1c1_plot2,158019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot17,158020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3362_r10c1_plot186,158021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r6c1_plot110,158022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1121_Pisang_Lilin_r5c1_plot82,158023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0943_Kwaro_r8c1_plot147,158024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0601_Hung_Tu_r9c1_plot168,158025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot135,158026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0609_Pahang_r1c11_plot14,158027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3362_r10c1_plot184,158028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0299_r4c1_plot69,158030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1437_TMB2x9128-3_r6c11_plot112,158029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_M14_r9c11_plot172,158032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3217_r10c1_plot191,158031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0943_Kwaro_r8c1_plot145,158033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC0966_Zebrina(GF)_r3c1_plot49,158034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO712_r2c1_plot24,158036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_M14_r9c11_plot178,158035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITCO425_SH3142_r7c1_plot140,158038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_SH3362_r10c1_plot187,158037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,NMMale_ITC1448IITA_hybrid2145_1320_r6c1_plot104,158040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
